DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	7q32.3	7	131882504	PODXL	NDUFB9P2 - AC009518.2	ENSG00000236281	ENSG00000233263		128252	10112	rs7801375-G	rs7801375	0	7801375	intergenic_variant	1	0.848	4E-8	7.3979400086720375		1.0822511	[1.05-1.11]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	7q33	7	137390098	DGKI, PTN	DGKI			ENSG00000157680			rs3735025-T	rs3735025	0	3735025	3_prime_UTR_variant	0	0.642	3E-9	8.522878745280337		1.066	[1.043-1.089]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	8p23.2	8	4323322	CSMD1	CSMD1, AC027251.1			ENSG00000183117, ENSG00000286934			rs10503253-A	rs10503253	0	10503253	intron_variant	0	0.219	1E-8	8.0		1.073	[1.048-1.100]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	8p21.1	8	27584610	CLU, EPHX2	GULOP			ENSG00000234770			rs73229090-C	rs73229090	0	73229090	intron_variant	0	0.884	2E-8	7.698970004336019		1.1013216	[1.06-1.14]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	8q12.1	8	59787910	CA8	AC107934.1 - AC107934.2	ENSG00000253413	ENSG00000253723		27647	33214	rs6984242-G	rs6984242	0	6984242	intergenic_variant	1	0.4	6E-9	8.221848749616356		1.0626993	[1.04-1.08]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	8q21.3	8	88576397	MMP16	AC090578.1			ENSG00000253553			rs7819570-T	rs7819570	0	7819570	intron_variant	0	0.174	1E-8	8.0		1.079	[1.051-1.108]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	8q23.2	8	110473532	KCNV1	AC073023.1 - AC090819.1	ENSG00000253956	ENSG00000253107		123925	81876	rs36068923-G	rs36068923	0	36068923	intergenic_variant	1	0.197	3E-11	10.522878745280337		1.0881393	[1.06-1.12]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	8q24.3	8	142231572	TSNARE1	TSNARE1			ENSG00000171045			rs4129585-A	rs4129585	0	4129585	intron_variant	0	0.424	2E-15	14.698970004336019		1.087	[1.065-1.109]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	9q21.32	9	82125026	TLE1	AL162726.3			ENSG00000228430			rs11139497-A	rs11139497	0	11139497	intron_variant	0	0.337	4E-9	8.397940008672037		1.069	[1.045-1.093]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	10p12.31	10	18456176	CACNB2	CACNB2			ENSG00000165995			rs7893279-T	rs7893279	0	7893279	intron_variant	0	0.889	2E-12	11.698970004336019		1.125	[1.088-1.162]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	10q24.32	10	102852578	ARL3, AS3MT, C10orf32, CNNM2, CYP17A1, INA, NT5C2, PCGF6, PDCD11, SFXN2, TAF5, TRIM8, USMG5, WBP1L	AL358790.1			ENSG00000282772			rs11191419-T	rs11191419	0	11191419	intron_variant	0	0.64	6E-19	18.221848749616356		1.1037527	[1.08-1.13]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	11p14.3	11	24382074	LUZP2	LINC02686 - Y_RNA	ENSG00000254594	ENSG00000281623		119856	73837	rs11027857-A	rs11027857	0	11027857	intergenic_variant	1	0.499	3E-9	8.522878745280337		1.064	[1.042-1.085]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	11q12.1	11	57742822	BTBD18, C11orf31, CLP1, CTNND1, MED19, SERPING1, TMX2, YPEL4, ZDHHC5	TMX2-CTNND1, AP001931.1, SELENOH			ENSG00000254462, ENSG00000254732, ENSG00000211450			rs9420-A	rs9420	0	9420	non_coding_transcript_exon_variant	0	0.311	2E-9	8.698970004336019		1.068	[1.045-1.092]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	11q22.3	11	109507345	C11orf87	AP003049.2			ENSG00000255028			rs12421382-C	rs12421382	0	12421382	intron_variant	0	0.666	4E-8	7.3979400086720375		1.0626993	[1.04-1.09]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	11q23.2	11	113522272	DRD2	DRD2 - TMPRSS5	ENSG00000149295	ENSG00000166682		46581	165275	rs2514218-C	rs2514218	0	2514218	regulatory_region_variant	1	0.686	3E-11	10.522878745280337		1.0787487	[1.05-1.1]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	11q24.1	11	123523928	GRAMD1B	GRAMD1B			ENSG00000023171			rs77502336-C	rs77502336	0	77502336	intron_variant	0	0.322	8E-9	8.096910013008056		1.066	[1.043-1.090]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	11q24.2	11	124744061	ESAM, MSANTD2, NRGN, VSIG2	NRGN			ENSG00000154146			rs55661361-G	rs55661361	0	55661361	intron_variant	0	0.665	3E-12	11.522878745280337		1.0799136	[1.06-1.1]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	11q24.3	11	130848735	SNX19	LINC02551			ENSG00000254842			rs10791097-T	rs10791097	0	10791097	intron_variant	0	0.46	1E-12	12.0		1.076	[1.055-1.098]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	11q25	11	133952674	IGSF9B	IGSF9B			ENSG00000080854			rs75059851-A	rs75059851	0	75059851	intron_variant	0	0.797	4E-11	10.397940008672037		1.091	[1.063-1.119]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	12p13.33	12	2235794	CACNA1C	CACNA1C, CACNA1C			ENSG00000151067, ENSG00000285479			rs2007044-G	rs2007044	0	2007044	intron_variant	0	0.376	3E-18	17.522878745280337		1.0964912	[1.07-1.12]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	12p11.22	12	29764332	TMTC1	TMTC1			ENSG00000133687			rs679087-C	rs679087	0	679087	intron_variant	0	0.663	4E-8	7.3979400086720375		1.0626993	[1.04-1.09]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	12q13.3	12	57228588	LRP1, MYO1A, NAB2, NDUFA4L2, NXPH4, R3HDM2, SHMT2, STAC3, STAT6, TAC3, TMEM194A	NXPH4 - AC137834.2	ENSG00000182379	ENSG00000276727		2139	910	rs12826178-G	rs12826178	0	12826178	regulatory_region_variant	1	0.929	2E-12	11.698970004336019		1.1820331	[1.13-1.24]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	12q21.33	12	91853010	C12orf79	AC025254.1 - AC090049.2	ENSG00000258125	ENSG00000258224		172137	18112	rs4240748-G	rs4240748	0	4240748	regulatory_region_variant	1	0.634	5E-8	7.301029995663981		1.0604454	[1.04-1.08]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	12q23.2	12	103202677	C12orf42	AC068643.2 - C12orf42	ENSG00000257860	ENSG00000179088		23430	34914	rs10860964-T	rs10860964	0	10860964	intergenic_variant	1	0.646	5E-8	7.301029995663981		1.06	[1.038-1.083]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	12q24.11	12	110285440	ATP2A2	ATP2A2			ENSG00000174437			rs4766428-T	rs4766428	0	4766428	intron_variant	0	0.474	1E-9	9.0		1.068	[1.045-1.091]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	12q24.31	12	123180566	ABCB9, ARL6IP4, C12orf65, CDK2AP1, MPHOSPH9, OGFOD2, PITPNM2, RILPL2, SBNO1, SETD8	MPHOSPH9			ENSG00000051825			rs2851447-G	rs2851447	0	2851447	intron_variant	0	0.259	2E-14	13.698970004336019		1.0928961	[1.07-1.12]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	14q12	14	29721110	PRKD1	PRKD1			ENSG00000184304			rs2068012-C	rs2068012	0	2068012	intron_variant	0	0.229	1E-8	8.0		1.0718113	[1.05-1.1]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	14q24.2	14	71950609	AC005477.1, RGS6	RGS6			ENSG00000182732			rs2332700-C	rs2332700	0	2332700	intron_variant	0	0.249	5E-9	8.301029995663981		1.073	[1.048-1.098]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	14q32.2	14	99252882	BCL11B	BCL11B			ENSG00000127152			rs2693698-G	rs2693698	0	2693698	intron_variant	0	0.582	5E-9	8.301029995663981		1.0649627	[1.04-1.09]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	14q32.33	14	103580497	AL049840.1, APOPT1, BAG5, CKB, KLC1, PPP1R13B, TRMT61A, XRCC3, ZFYVE21	AL139300.1, KLC1, COA8			ENSG00000256500, ENSG00000126214, ENSG00000256053			rs12887734-T	rs12887734	0	12887734	intron_variant	0	0.287	1E-13	13.0		1.088	[1.064-1.113]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	15q15.1	15	40275036	ANKRD63, PAK6, PLCB2	PAK6			ENSG00000137843			rs56205728-A	rs56205728	0	56205728	intron_variant	0	0.274	4E-9	8.397940008672037		1.074	[1.048-1.099]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	15q22.2	15	61562464	VPS14C	AC104574.2			ENSG00000259616			rs12903146-A	rs12903146	0	12903146	intron_variant	0	0.52	3E-10	9.522878745280337		1.067	[1.046-1.089]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	15q23	15	70296933	TLE3	AC026583.1 - AC048383.1	ENSG00000259252	ENSG00000259503		98424	24643	rs12148337-T	rs12148337	0	12148337	intergenic_variant	1	0.465	2E-8	7.698970004336019		1.06	[1.038-1.081]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	15q25.1	15	78615690	AC027228.1, AGPHD1, CHRNA3, CHRNA5, CHRNB4, IREB2, PSMA4	CHRNA3			ENSG00000080644			rs8042374-A	rs8042374	0	8042374	intron_variant	0	0.725	2E-13	12.698970004336019		1.093	[1.067-1.119]	Affymetrix, Illumina [9005918] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST002539	Genome-wide genotyping array
